
E001	u4cdebea65f7df6b4.4c5c2804.14f3b71ff66
E80c	u11d1def534ea1be0.-56635ab0.12c6352a7c1
E80d	u11d1def534ea1be0.-3ad04b13.12d600f4585
E80e	u11d1def534ea1be0.6695ca47.130ac51563b
E80f	u11d1def534ea1be0.-3a285d3c.12ed8f24e4d
E810	u11d1def534ea1be0.-4f0b9379.12cbb0bb2dd
E811	u11d1def534ea1be0.-eda1b5e.12d0dc00d2f
E812	u11d1def534ea1be0.-78ff8d8b.12cee8cecbb
E813	u11d1def534ea1be0.-3bdb7a4d.12c97229897
E814	u11d1def534ea1be0.-e5d1594.12d128bbd32
E815	u11d1def534ea1be0.387ebb29.12cc544d87b
E816	u11d1def534ea1be0.-67db968a.12ca14d3a6a
E817	u11d1def534ea1be0.3af8685.12c827fd0b6
E818	u11d1def534ea1be0.778489c4.12cc025c2e0
E819	u11d1def534ea1be0.2d095f99.12cdfa63dfb
E81a	u11d1def534ea1be0.320539a6.130b6b0bf2b
E81b	u11d1def534ea1be0.-33b1bfe5.12d17bf79f0
E81c	u11d1def534ea1be0.37781ebe.130b255cf65
E81d	u4cdebea65f7df6b4.743b4102.13b8ac53ad4
E81e	u4cdebea65f7df6b4.743b4102.13bfc0f5910
E81f	u11d1def534ea1be0.174b32bd.1346349dc22
E820	u11d1def534ea1be0.-6d485cf3.13468703bf1
E821	u4cdebea65f7df6b4.1f34c209.141c36ea495
E822	u11d1def534ea1be0.7430e72b.134d495c257
E823	u4cdebea65f7df6b4.-5c3281c3.13ad1aafb1f
E824	u4cdebea65f7df6b4.743b4102.13bbd5f02c3
E825	u11d1def534ea1be0.-1e6959.1345b8d9a22
E826	u11d1def534ea1be0.-379bad22.134b0893d3a
E827	u4cdebea65f7df6b4.f88c660.1401a53a0bb
E828	u11d1def534ea1be0.768a3f4b.134a11627b4
E829	u4cdebea65f7df6b4.-3e9e75b.13f5d3b5dcb
E82a	u4cdebea65f7df6b4.2eeb5981.13a1c05364b
E82b	u4cdebea65f7df6b4.743b4102.13c4a58411b
E82c	u4cdebea65f7df6b4.2eeb5981.13a1dfd2951
E82d	u4cdebea65f7df6b4.-4a777d84.13fd2c68e07
E82e	u4cdebea65f7df6b4.-41550292.13e526993d0
E82f	u4cdebea65f7df6b4.-4a777d84.13fd2cfc279
E830	u11d1def534ea1be0.261074c.137ddff1e3f
E831	u11d1def534ea1be0.4f4c1905.1351caecaf7
E832	u11d1def534ea1be0.546c7be7.135502e5f9f
E833	u4cdebea65f7df6b4.-5c3281c3.13a2127bffc
E834	u4cdebea65f7df6b4.-5c3281c3.13a2ce9318d
E835	u11d1def534ea1be0.-7d4405bf.134a63c873f
E836	u11d1def534ea1be0.425931ff.13a19a0f2d4
E837	u11d1def534ea1be0.7ed2ac39.13531483b93
E838	u11d1def534ea1be0.-6423315.1352c21de07
E839	u11d1def534ea1be0.12edf1d5.134f37be9b8
E83a	u11d1def534ea1be0.18e5de29.13705b40365
E83b	u4cdebea65f7df6b4.f88c660.14003033db4
E83c	u11d1def534ea1be0.-250e5e74.134e408d60a
E83d	u4cdebea65f7df6b4.743b4102.13ca4ccbab9
E83e	u4cdebea65f7df6b4.-3e9e75b.13f51d0ee68
E83f	u4cdebea65f7df6b4.-4dd292ce.13f72cecb8c
E840	u11d1def534ea1be0.-bef4296.134ab62e08e
E841	u11d1def534ea1be0.376a558f.137e84bd2cd
E842	u11d1def534ea1be0.-23d92a2a.134bffc50cb
E843	u4cdebea65f7df6b4.-3e7e510e.13f33d5846d
E844	u11d1def534ea1be0.-4df75b76.137d8d8bc11
E845	u4cdebea65f7df6b4.-5c3281c3.13ad51c9f3d
E846	u11d1def534ea1be0.-75460a4a.134ca4909f4
E847	u11d1def534ea1be0.-714c4b6a.1351262115b
E848	u4cdebea65f7df6b4.-68e0ff9a.140270a503f
E849	u11d1def534ea1be0.38f6888a.134e92f3180
E84a	u11d1def534ea1be0.-5bffc5d7.1350d3bb649
E84b	u11d1def534ea1be0.-90e7a91.135366e991d
E84c	u11d1def534ea1be0.-45d5f07c.136c7e7b429
E84d	u11d1def534ea1be0.7cf89a6e.134c522ac9d
E84e	u11d1def534ea1be0.-337a72c6.134cf6f63ef
E84f	u4cdebea65f7df6b4.-5c3281c3.13adac11a43
E850	u4cdebea65f7df6b4.-5c3281c3.13abca289ef
E851	u11d1def534ea1be0.-6ce8ebd3.135d0ed608b
E852	u4cdebea65f7df6b4.743b4102.13c257e4a78
E853	u4cdebea65f7df6b4.-5c3281c3.13a4b0a60c7
E854	u4cdebea65f7df6b4.-3e7e510e.13f3d293d68
E855	u4cdebea65f7df6b4.-4a777d84.13f96d83ea8
E856	u11d1def534ea1be0.353d468e.139fabad19c
E857	u4cdebea65f7df6b4.-8537ca0.13dedbcb43f
E858	u4cdebea65f7df6b4.743b4102.13b6624d90b
E859	u4cdebea65f7df6b4.-3e9e75b.13f70ee28a0
E85a	u4cdebea65f7df6b4.-68e0ff9a.14034af35a8
E85b	u4cdebea65f7df6b4.-5c3281c3.13a4ff14fb9
E85c	u4cdebea65f7df6b4.-5c3281c3.13a69538280
E85d	u4cdebea65f7df6b4.-57bda88b.13ea76a9c2b
E85e	u11d1def534ea1be0.-3e2a57da.134ee5590b9
E85f	u11d1def534ea1be0.4fcab211.134f8a249dc
E860	u11d1def534ea1be0.-4baa8f67.1355554bd87
E861	u11d1def534ea1be0.-42a11488.135e586cfb3
E862	u11d1def534ea1be0.-3095211b.135c6a0a6e0
E863	u4cdebea65f7df6b4.2eeb5981.13a1d443506
E864	u11d1def534ea1be0.-252829a8.137ed72305b
E865	u11d1def534ea1be0.-5a0e8f8.135eaad2c0a
E866	u4cdebea65f7df6b4.-5c3281c3.13a2cd4fb89
E867	u4cdebea65f7df6b4.-5c3281c3.13a97d49cb0
E868	u4cdebea65f7df6b4.-5c3281c3.13abbe165e9
E869	u4cdebea65f7df6b4.-5c3281c3.13abbabea81
E86a	u11d1def534ea1be0.53f71f09.1374dcd09b1
E86b	u11d1def534ea1be0.31e93f12.135081555da
E86c	u4cdebea65f7df6b4.743b4102.13b194dbeb2
E86d	u4cdebea65f7df6b4.-5c3281c3.13abc9740c0
E86e	u11d1def534ea1be0.3b707b53.1362879798a
E86f	u11d1def534ea1be0.626adbe.135f4f9e61b
E870	u11d1def534ea1be0.-3431cebb.13517886daa
E871	u11d1def534ea1be0.-273fe5a2.138e4a36935
E872	u4cdebea65f7df6b4.743b4102.13b1e6fe336
E873	u4cdebea65f7df6b4.743b4102.13b4170f6cf
E874	u4cdebea65f7df6b4.743b4102.13cb5911692
E875	u4cdebea65f7df6b4.743b4102.13b23cb3e14
E876	u4cdebea65f7df6b4.743b4102.13b5233ea53
E877	u4cdebea65f7df6b4.743b4102.13b1ebbb969
E878	u4cdebea65f7df6b4.743b4102.13b1ecef59c
E879	u4cdebea65f7df6b4.-4dd292ce.13f7bd3b95c
E87a	u4cdebea65f7df6b4.743b4102.13b229826f7
E87b	u11d1def534ea1be0.-6c835d91.13642394651
E87c	u11d1def534ea1be0.5282defc.137c43f513e
E87d	u11d1def534ea1be0.-4eb2da3c.135efd38696
E87e	u4cdebea65f7df6b4.f88c660.140112396a6
E87f	u4cdebea65f7df6b4.743b4102.13b05294203
E880	u4cdebea65f7df6b4.-57bda88b.13ea743f7bd
E881	u4cdebea65f7df6b4.743b4102.13b23585c48
E882	u4cdebea65f7df6b4.743b4102.13b2362582f
E883	u4cdebea65f7df6b4.-5c3281c3.13a4f91093e
E884	u4cdebea65f7df6b4.743b4102.13b23815fa0
E885	u11d1def534ea1be0.5ee05047.13a050785ff
E886	u4cdebea65f7df6b4.-4a777d84.13fd2c7334a
E887	u4cdebea65f7df6b4.-8537ca0.13df35334c9
E888	u4cdebea65f7df6b4.743b4102.13b2395972f
E889	u11d1def534ea1be0.-5b53561d.13771d98fe7
E88a	u4cdebea65f7df6b4.743b4102.13b46b5dc48
E88b	u11d1def534ea1be0.-3f54bcf1.13583adf990
E88c	u11d1def534ea1be0.-5e98cbd3.138a1b0b6b0
E88d	u11d1def534ea1be0.60b48a33.13882ca9efb
E88e	u11d1def534ea1be0.-50277c2c.1363d12eca2
E88f	u11d1def534ea1be0.-192f6884.13588d45704
E890	u4cdebea65f7df6b4.743b4102.13b46c74ad4
E891	u4cdebea65f7df6b4.-5c3281c3.13abc989272
E892	u11d1def534ea1be0.29ed337a.139e0fb0377
E893	u4cdebea65f7df6b4.-7aafc03e.13de8947dae
E894	u11d1def534ea1be0.-5a3e3cf3.13931e2ca0a
E895	u11d1def534ea1be0.731cd1f8.139ffe12da9
E896	u4cdebea65f7df6b4.743b4102.13bb41b26c6
E897	u11d1def534ea1be0.45de0c1.13526fb7e90
E898	u11d1def534ea1be0.2b3e1c6e.13521d52870
E899	u11d1def534ea1be0.-329eef46.139dbd4a9a7
E89a	u4cdebea65f7df6b4.-5c3281c3.13a4f6a6729
E89b	u11d1def534ea1be0.53957897.13502eefc97
E89c	u11d1def534ea1be0.48f4a503.13752f36add
E89d	u11d1def534ea1be0.24bc82fc.1376cb33177
E89e	u4cdebea65f7df6b4.-3e7e510e.13f33887a8e
E89f	u11d1def534ea1be0.-1de3cf3c.136ee19a14c
E8a0	u11d1def534ea1be0.566dbac4.137a032cb32
E8a1	u11d1def534ea1be0.-6f3befb3.139f594752f
E8a2	u4cdebea65f7df6b4.743b4102.13b8542cfc0
E8a3	u4cdebea65f7df6b4.743b4102.13b08e38a81
E8a4	u11d1def534ea1be0.3eee1bb1.139d6ae4964
E8a5	u11d1def534ea1be0.-42768919.135c17a4cc0
E8a6	u4cdebea65f7df6b4.743b4102.13b424955f0
E8a7	u4cdebea65f7df6b4.743b4102.13b42a34595
E8a8	u4cdebea65f7df6b4.-5c3281c3.13ad0bc7137
E8a9	u11d1def534ea1be0.-61613420.1353b94f29e
E8aa	u11d1def534ea1be0.-1de3cf3c.136ebf43586
E8ab	u11d1def534ea1be0.6d305828.1394ba2978b
E8ac	u11d1def534ea1be0.377a4208.134d9bc214b
E8ad	u4cdebea65f7df6b4.743b4102.13b42e98c15
E8ae	u11d1def534ea1be0.47f21c27.1375d4021eb
E8af	u4cdebea65f7df6b4.743b4102.13b42efb758
E8b0	u4cdebea65f7df6b4.-5c3281c3.13adb08118c
E8b1	u11d1def534ea1be0.2395dec8.13564c7d06f
E8b2	u11d1def534ea1be0.-2619704b.13a0a2de5e8
E8b3	u11d1def534ea1be0.3cd2a3cb.13540bb4fa3
E8b4	u4cdebea65f7df6b4.-3e9e75b.13f4ec35909
E8b5	u11d1def534ea1be0.29b25d5b.1389ea81b7e
E8b6	u4cdebea65f7df6b4.743b4102.13b60b320f9
E8b7	u11d1def534ea1be0.ab4add0.1355fa17962
E8b8	u4cdebea65f7df6b4.743b4102.13b51d0e2cf
E8b9	u11d1def534ea1be0.-735d9221.1355a7b1d9f
E8ba	u11d1def534ea1be0.-7990deed.13598476757
E8bb	u11d1def534ea1be0.-4a64db98.135cbc7044d
E8bc	u11d1def534ea1be0.-5ec43495.1359d6dc6ab
E8bd	u11d1def534ea1be0.-44f0e9e8.135a29422ed
E8be	u11d1def534ea1be0.3d693c06.135a7bbb3ab
E8bf	u4cdebea65f7df6b4.743b4102.13b61be8aba
E8c0	u4cdebea65f7df6b4.-5c3281c3.13ad12ec571
E8c1	u11d1def534ea1be0.542515e5.135743ae414
E8c2	u11d1def534ea1be0.-37f6e694.1357961438a
E8c3	u11d1def534ea1be0.29ce9843.137a559276f
E8c4	u4cdebea65f7df6b4.-5c3281c3.13ad0414dee
E8c5	u11d1def534ea1be0.-3bccc687.135bc53ed5f
E8c6	u11d1def534ea1be0.4e7dd158.1357e879dbd
E8c7	u11d1def534ea1be0.4ece2c39.1354b080302
E8c8	u11d1def534ea1be0.5a6df94f.1383064da58
E8c9	u4cdebea65f7df6b4.743b4102.13b84e37e0a
E8ca	u11d1def534ea1be0.-63fab390.136f11a92ab
E8cb	u11d1def534ea1be0.-63fab390.136f34b0a76
E8cc	u11d1def534ea1be0.-539198a6.137008da3ac
E8cd	u4cdebea65f7df6b4.f88c660.1401aea850e
E8ce	u11d1def534ea1be0.222f3d85.136046cf44c
E8cf	u11d1def534ea1be0.-4fe8f55e.138020b9fb3
E8d0	u11d1def534ea1be0.6c3bb52b.13637ec8c16
E8d1	u11d1def534ea1be0.9c220a8.13613e00fa1
E8d2	u11d1def534ea1be0.3937b03c.1360993523b
E8d3	u11d1def534ea1be0.6b774727.1360eb9afa9
E8d4	u11d1def534ea1be0.-6526392b.136705b94cb
E8d5	u11d1def534ea1be0.-6fd72b0.1362d9fd7ae
E8d6	u11d1def534ea1be0.1285c5df.13619066a70
E8d7	u11d1def534ea1be0.188e2b7f.13632c636f0
E8d8	u4cdebea65f7df6b4.2a49fc95.13ed692682d
E8d9	u11d1def534ea1be0.-2d28bc71.1364c4f0d1b
E8da	u11d1def534ea1be0.-41bb908c.137e3257727
E8db	u11d1def534ea1be0.-264e4549.135e06070c5
E8dc	u11d1def534ea1be0.13891650.1365bc226fc
E8dd	u11d1def534ea1be0.2a45972a.13651756e10
E8de	u4cdebea65f7df6b4.-4a777d84.13fd2c84ad3
E8df	u11d1def534ea1be0.4ec1a04e.136569bc691
E8e0	u11d1def534ea1be0.4d85eedf.1358dfab118
E8e1	u11d1def534ea1be0.350ba280.13593210cc6
E8e2	u11d1def534ea1be0.764e608a.1372ee6e494
E8e3	u11d1def534ea1be0.6a5272ac.136b8749e7a
E8e4	u11d1def534ea1be0.-24030d9e.135b20736c2
E8e5	u11d1def534ea1be0.-1bc4b06a.135ace0da90
E8e6	u4cdebea65f7df6b4.-3e7e510e.13f437ba27a
E8e7	u11d1def534ea1be0.271cab33.135b72d9206
E8e8	u4cdebea65f7df6b4.743b4102.13b84e1f610
E8e9	u11d1def534ea1be0.17af5c6c.136cd0e0f89
E8ea	u11d1def534ea1be0.-2b81b3cc.136e1a77f7d
E8eb	u11d1def534ea1be0.-788fa708.136998e75ea
E8ec	u11d1def534ea1be0.-701c31c0.1367581f217
E8ed	u11d1def534ea1be0.70c33a4.139896ee709
E8ee	u11d1def534ea1be0.446c3166.139226fb5a3
E8ef	u11d1def534ea1be0.-209a5ec5.136e6cdda87
E8f0	u11d1def534ea1be0.-566e709e.1367aa85095
E8f1	u11d1def534ea1be0.29d9c2fc.13694681565
E8f2	u11d1def534ea1be0.-140febf0.135d613bbbb
E8f3	u11d1def534ea1be0.64583e8f.138df7d0cf3
E8f4	u11d1def534ea1be0.-e0973c.136475eb30d
E8f5	u4cdebea65f7df6b4.-3e7e510e.13f2ab4a12a
E8f6	u11d1def534ea1be0.-5e6b6ea1.1367fcea9e1
E8f7	u11d1def534ea1be0.-37586beb.13684f5073a
E8f8	u11d1def534ea1be0.5bdd8ff5.1369eb4d503
E8f9	u11d1def534ea1be0.-345f609a.135fa204136
E8fa	u11d1def534ea1be0.-3dae735.136dc8121b6
E8fb	u11d1def534ea1be0.429249a0.1370ada5de1
E8fc	u11d1def534ea1be0.-4d0b79de.1375b50358a
E8fd	u11d1def534ea1be0.-140259ef.13795e611cc
E8fe	u11d1def534ea1be0.1bf73707.13776ffed85
E8ff	u11d1def534ea1be0.-6566736d.13790bfb3dc
E900	u11d1def534ea1be0.-6566736d.13793473df8
E901	u11d1def534ea1be0.-6566736d.137937d9e40
E902	u11d1def534ea1be0.-2ddd6d90.1379b0c6dd1
E903	u11d1def534ea1be0.32aacca.1373b2ef80b
E904	u11d1def534ea1be0.1f11fd92.13748a6ab0a
E905	u11d1def534ea1be0.3aa38788.1394155dcf4
E906	u11d1def534ea1be0.-2a1de935.1371000bd03
E907	u4cdebea65f7df6b4.4494d03b.1415e42e759
E908	u11d1def534ea1be0.3d0fc4f0.1391d4959b1
E909	u11d1def534ea1be0.-525cde4e.1373e59f775
E90a	u11d1def534ea1be0.5dd03eab.135db3a16fd
E90b	u4cdebea65f7df6b4.743b4102.13bfb2ed324
E90c	u4cdebea65f7df6b4.743b4102.13b85ab63df
E90d	u4cdebea65f7df6b4.743b4102.13bfb535e56
E90e	u4cdebea65f7df6b4.743b4102.13b8989929c
E90f	u4cdebea65f7df6b4.743b4102.13b89ac4b92
E910	u4cdebea65f7df6b4.-8537ca0.13df37d6620
E911	u4cdebea65f7df6b4.743b4102.13b89a3eb4d
E912	u11d1def534ea1be0.-ad8dc93.13715271903
E913	u11d1def534ea1be0.-7da787a1.137249a289e
E914	u11d1def534ea1be0.7494e8a8.137340d3e5d
E915	u11d1def534ea1be0.-1da558f5.13729c087e6
E916	u11d1def534ea1be0.32aacca.1373933a0a9
E917	u4cdebea65f7df6b4.743b4102.13b75627a10
E918	u4cdebea65f7df6b4.743b4102.13b844ba4ba
E919	u4cdebea65f7df6b4.-161c1c05.13e1825f6da
E91a	u4cdebea65f7df6b4.743b4102.13b848cd59d
E91b	u4cdebea65f7df6b4.-5c3281c3.13adb44e505
E91c	u4cdebea65f7df6b4.-5c3281c3.13adb4e055e
E91d	u4cdebea65f7df6b4.-5c3281c3.13adb64edf1
E91e	u11d1def534ea1be0.a649ae3.136bd9afa02
E91f	u11d1def534ea1be0.-74189ec2.136a3db2e3c
E920	u4cdebea65f7df6b4.-57bda88b.13ea7382fac
E921	u4cdebea65f7df6b4.-5c3281c3.13abc99e622
E922	u11d1def534ea1be0.-1a51bf55.1361e2cc565
E923	u11d1def534ea1be0.-57afa543.136c2c15a42
E924	u11d1def534ea1be0.-5a1499c4.13623531ded
E925	u11d1def534ea1be0.-4d8a52ee.139bcee808c
E926	u4cdebea65f7df6b4.-5c3281c3.13ad0349e6f
E927	u4cdebea65f7df6b4.-5c3281c3.13ad0350744
E928	u11d1def534ea1be0.7494e8a8.137376846b1
E929	u11d1def534ea1be0.-4d0b79de.1375819c334
E92a	u4cdebea65f7df6b4.-8537ca0.13dfe146433
E92b	u4cdebea65f7df6b4.-5c3281c3.13ad03ea1c4
E92c	u11d1def534ea1be0.-6c20b792.136a9018ad7
E92d	u4cdebea65f7df6b4.-4a777d84.13fd2c97794
E92e	u4cdebea65f7df6b4.-68e0ff9a.140346bf98d
E92f	u11d1def534ea1be0.d6e8680.13660e884e9
E930	u11d1def534ea1be0.-3d8c3899.13820f1c435
E931	u11d1def534ea1be0.7344f016.138117eb37c
E932	u11d1def534ea1be0.-4be9f52.137fce54170
E933	u11d1def534ea1be0.-529117f8.137f7bee4a1
E934	u11d1def534ea1be0.80a3c4e.136d75ac482
E935	u11d1def534ea1be0.4a3abb8.1381bcb6a06
E936	u11d1def534ea1be0.-75aa26a8.138690acd50
E937	u11d1def534ea1be0.-5f8d5651.13899152157
E938	u11d1def534ea1be0.775402e8.1366b353776
E939	u11d1def534ea1be0.-4112c587.136660ee04e
E93a	u11d1def534ea1be0.-72073c9a.139d187ec8c
E93b	u11d1def534ea1be0.-5af60b35.138c096e2e4
E93c	u11d1def534ea1be0.-4ed02244.1368a1b660e
E93d	u4cdebea65f7df6b4.743b4102.13b1eb1f43f
E93e	u4cdebea65f7df6b4.743b4102.13bfbefacea
E93f	u4cdebea65f7df6b4.743b4102.13bfbfc3271
E940	u11d1def534ea1be0.-4e844a29.136b34e4042
E941	u4cdebea65f7df6b4.-5c3281c3.13adbde0cc3
E942	u11d1def534ea1be0.-4680134b.1377c26479b
E943	u11d1def534ea1be0.-37315d2a.137814ca59c
E944	u11d1def534ea1be0.1bea01fe.139656261e0
E945	u4cdebea65f7df6b4.743b4102.13b1dd2938e
E946	u11d1def534ea1be0.-5b072689.136ae27e71d
E947	u11d1def534ea1be0.-2c8dbd81.1382b3e8119
E948	u11d1def534ea1be0.-6566736d.13793bfb228
E949	u11d1def534ea1be0.60a67dfe.136d2346ab4
E94a	u11d1def534ea1be0.-29324f73.138358b37f2
E94b	u11d1def534ea1be0.5cacee7d.13844fe4946
E94c	u11d1def534ea1be0.4c75fd4.136fb6745be
E94d	u11d1def534ea1be0.5c60371a.13873578b10
E94e	u11d1def534ea1be0.3c0ac72f.137c965a9dc
E94f	u11d1def534ea1be0.6bf86cc6.138787de45c
E950	u11d1def534ea1be0.-734263e0.13993bba1d7
E951	u4cdebea65f7df6b4.-3e7e510e.13f338643dd
E952	u11d1def534ea1be0.e4509c0.138b123cc30
E953	u11d1def534ea1be0.-45b16ecd.136f640ee2d
E954	u11d1def534ea1be0.38075c53.138b64a2bf7
E955	u4cdebea65f7df6b4.743b4102.13b1e664f4b
E956	u11d1def534ea1be0.-57462f3c.137b4cc37b9
E957	u11d1def534ea1be0.49894959.13998e1fccd
E958	u4cdebea65f7df6b4.f88c660.1401c660edb
E959	u11d1def534ea1be0.-5076d5be.137b9f298fb
E95a	u11d1def534ea1be0.3e629d2f.138bb708727
E95b	u11d1def534ea1be0.-3ff37c18.1380731fadf
E95c	u11d1def534ea1be0.2d556a72.137bf18f5ca
E95d	u11d1def534ea1be0.e46952.1374380516f
E95e	u4cdebea65f7df6b4.-3e7e510e.13f3370e6f5
E95f	u11d1def534ea1be0.1231b56.137678cd569
E960	u11d1def534ea1be0.746059ea.1371a4d7620
E961	u11d1def534ea1be0.21bca9a5.1371f73cafc
E962	u4cdebea65f7df6b4.-57bda88b.13ea8cea751
E963	u4cdebea65f7df6b4.-57bda88b.13ea8c834f5
E964	u11d1def534ea1be0.-5af60b35.138c3e04b70
E965	u4cdebea65f7df6b4.-57bda88b.13ea8d552cc
E966	u11d1def534ea1be0.-20328d09.138d530517a
E967	u11d1def534ea1be0.66ba346b.138da56b099
E968	u4cdebea65f7df6b4.-4a777d84.13fd2cad2ee
E969	u4cdebea65f7df6b4.743b4102.13bfb2b4111
E96a	u4cdebea65f7df6b4.743b4102.13bfb2e3170
E96b	u11d1def534ea1be0.-2c3cee5e.137ce8c0815
E96c	u11d1def534ea1be0.3893c051.1392cbc6f33
E96d	u11d1def534ea1be0.614a874.138261825d2
E96e	u11d1def534ea1be0.50a13a71.13854715f05
E96f	u11d1def534ea1be0.-7862bbb.1384f4b0713
E970	u11d1def534ea1be0.-6d515ecb.13950c8f44f
E971	u11d1def534ea1be0.7bceb5fe.13762667b06
E972	u4cdebea65f7df6b4.743b4102.13b1982fba8
E973	u4cdebea65f7df6b4.743b4102.13b197c5323
E974	u4cdebea65f7df6b4.743b4102.13b197f849e
E975	u4cdebea65f7df6b4.-8537ca0.13dfd8f46d5
E976	u4cdebea65f7df6b4.-8537ca0.13dfd96bb36
E977	u11d1def534ea1be0.41217be8.1384a24a919
E978	u11d1def534ea1be0.d186522.1385997bc71
E979	u11d1def534ea1be0.6a5cba03.13786730248
E97a	u11d1def534ea1be0.-701a9616.1380c5857c8
E97b	u11d1def534ea1be0.-7ac913ee.139b2a1c6c8
E97c	u4cdebea65f7df6b4.743b4102.13b238b82fe
E97d	u4cdebea65f7df6b4.743b4102.13b6090601c
E97e	u11d1def534ea1be0.-3731fe0f.1378b99594a
E97f	u4cdebea65f7df6b4.743b4102.13b6099390e
E980	u4cdebea65f7df6b4.743b4102.13b60a1f5eb
E981	u4cdebea65f7df6b4.743b4102.13b60aa913f
E982	u4cdebea65f7df6b4.-57bda88b.13ea735f88e
E983	u11d1def534ea1be0.4319172f.138923d2d2a
E984	u11d1def534ea1be0.-4b5e7921.138abfd72d5
E985	u4cdebea65f7df6b4.-8537ca0.13dfda7291f
E986	u4cdebea65f7df6b4.743b4102.13cb5790a5e
E987	u4cdebea65f7df6b4.743b4102.13cb57b0f50
E988	u4cdebea65f7df6b4.743b4102.13b51381510
E989	u11d1def534ea1be0.60a19adc.1399e08588b
E98a	u11d1def534ea1be0.-37cdd44a.139ad7b6aa3
E98b	u4cdebea65f7df6b4.-8537ca0.13dfdd2fc18
E98c	u4cdebea65f7df6b4.-8537ca0.13dfe0f3ddd
E98d	u4cdebea65f7df6b4.743b4102.13b1dc6528d
E98e	u11d1def534ea1be0.-60f7a13b.137aa7f8144
E98f	u11d1def534ea1be0.-3e6af201.1387da44020
E990	u11d1def534ea1be0.6c91185e.139b7c824ff
E991	u4cdebea65f7df6b4.2a49fc95.13ed6e33572
E992	u11d1def534ea1be0.-1d03c871.1386e312ef8
E993	u11d1def534ea1be0.4595d733.139c214df7d
E994	u11d1def534ea1be0.50474be0.138976419b2
E995	u11d1def534ea1be0.b29e2e1.137d3b260c8
E996	u4cdebea65f7df6b4.-4dd292ce.13f8a0d33b4
E997	u4cdebea65f7df6b4.743b4102.13b513289aa
E998	u4cdebea65f7df6b4.-4a777d84.13fd2cbeffa
E999	u4cdebea65f7df6b4.743b4102.13b1d50a2a0
E99a	u4cdebea65f7df6b4.-3e7e510e.13f338e074a
E99b	u11d1def534ea1be0.13d5ec85.139603c040e
E99c	u11d1def534ea1be0.2f2c3fb1.137f2988d02
E99d	u11d1def534ea1be0.-7b01869c.13908afec8f
E99e	u4cdebea65f7df6b4.743b4102.13b1e52f5c0
E99f	u4cdebea65f7df6b4.743b4102.13b1ea82ddc
E9a0	u11d1def534ea1be0.-6c69d647.138c5bd41bb
E9a1	u11d1def534ea1be0.6da7bc83.1398e95450d
E9a2	u11d1def534ea1be0.-1c7ae672.13816a50eff
E9a3	u4cdebea65f7df6b4.743b4102.13b228e56a4
E9a4	u4cdebea65f7df6b4.743b4102.13b46a43ec9
E9a5	u4cdebea65f7df6b4.743b4102.13b51cac82c
E9a6	u11d1def534ea1be0.-9865509.1390389915d
E9a7	u11d1def534ea1be0.-715d018c.138e9c9c36a
E9a8	u11d1def534ea1be0.43892eba.138f93cd21e
E9a9	u4cdebea65f7df6b4.743b4102.13b42d6ddf0
E9aa	u4cdebea65f7df6b4.-231eea0f.1416b81ebb3
E9ab	u11d1def534ea1be0.-36b00303.1385ebe15fd
E9ac	u11d1def534ea1be0.-6eb8ab3e.138fe6332c7
E9ad	u4cdebea65f7df6b4.743b4102.13b853a4fd4
E9ae	u4cdebea65f7df6b4.743b4102.13b855b2847
E9af	u4cdebea65f7df6b4.-5c3281c3.13adbd4ea59
E9b0	u4cdebea65f7df6b4.743b4102.13b84b4d2bb
E9b1	u4cdebea65f7df6b4.743b4102.13b8562ea67
E9b2	u11d1def534ea1be0.-7c4ec211.1390dd6491d
E9b3	u11d1def534ea1be0.-28ba6dd9.13984488938
E9b4	u11d1def534ea1be0.-1f81695a.13955ef5046
E9b5	u11d1def534ea1be0.-3073351d.1397f222d01
E9b6	u11d1def534ea1be0.1fd4e38b.1396a88c019
E9b7	u4cdebea65f7df6b4.743b4102.13b84dcdcaa
E9b8	u4cdebea65f7df6b4.743b4102.13b051bb0e8
E9b9	u4cdebea65f7df6b4.743b4102.13b197e3b50
E9ba	u11d1def534ea1be0.2a853f9a.13927961416
E9bb	u4cdebea65f7df6b4.-4a777d84.13fd2cd1417
E9bc	u4cdebea65f7df6b4.743b4102.13b51310296
E9bd	u11d1def534ea1be0.-6e807ab2.139467c39ec
E9be	u11d1def534ea1be0.-16854080.13974d57842
E9bf	u4cdebea65f7df6b4.743b4102.13b61b886a2
E9c0	u4cdebea65f7df6b4.743b4102.13b85840ece
E9c1	u4cdebea65f7df6b4.743b4102.13b858cf3e0
E9c2	u4cdebea65f7df6b4.743b4102.13b85956bc5
E9c3	u4cdebea65f7df6b4.743b4102.13b859db4d1
E9c4	u4cdebea65f7df6b4.344fc12.1413b9e6820
E9c5	u11d1def534ea1be0.-26a54cd1.1396faf1cd1
E9c6	u11d1def534ea1be0.40402904.138cae39b15
E9c7	u11d1def534ea1be0.-15ef9bfd.138d009f52d
E9c8	u4cdebea65f7df6b4.743b4102.13b512efb4d
E9c9	u11d1def534ea1be0.3e629d2f.138bedc0866
E9ca	u11d1def534ea1be0.-7b10567d.139370924fb
E9cb	u4cdebea65f7df6b4.743b4102.13b521af974
E9cc	u11d1def534ea1be0.-2a779da4.13979fbd73e
